"Metric","RMSEA","SRMR","CFI","TLI"
"Power",0.947163838708702,0.986979456176989,0.801818481120366,0.805739990759498
"Cutoff",0.011203416984575,0.0350943010445851,1.00766681257991,1.00987749472437
